   2.0000000949949026E-003   397688.23674092483        596532.35511138721     
   4.0000001899898052E-003   397866.85866852006        596800.28800278006     
   6.0000002849847078E-003   398051.62642636598        597077.43963954900     
   8.0000003799796104E-003   398051.62651980860        597077.43977971293     
   1.0000000474974513E-002   398051.62707580964        597077.44061371451     
   1.2000000569969416E-002   398051.62763445283        597077.44145167922     
   1.4000000664964318E-002   398051.62766511767        597077.44149767654     
   1.6000000759959221E-002   398051.62786539295        597077.44179808942     
   1.8000000854954123E-002   398051.62831664021        597077.44247496035     
   2.0000000949949026E-002   398051.63681367075        597077.45522050606     
   2.2000001044943929E-002   398051.64903121686        597077.47354682535     
   2.4000001139938831E-002   398051.65001935023        597077.47502902534     
   2.6000001234933734E-002   398051.64754135493        597077.47131203243     
   2.8000001329928637E-002   398051.64835818316        597077.47253727471     
   3.0000001424923539E-002   398051.64924625319        597077.47386937984     
   3.2000001519918442E-002   398051.64977719256        597077.47466578882     
   3.4000001614913344E-002   398051.65002074972        597077.47503112454     
   3.6000001709908247E-002   398051.64612877392        597077.46919316088     
   3.8000001804903150E-002   398051.64223955158        597077.46335932740     
   4.0000001899898052E-002   398051.64253426163        597077.46380139247     
   4.2000001994892955E-002   398051.64255552256        597077.46383328387     
   4.4000002089887857E-002   398051.64255654620        597077.46383481927     
   4.6000002184882760E-002   398051.64266541001        597077.46399811504     
   4.8000002279877663E-002   398051.64276157547        597077.46414236317     
   5.0000002374872565E-002   398051.64289090311        597077.46433635463     
   5.2000002469867468E-002   398028.06975042674        597042.10462564009     
   5.4000002564862370E-002   398004.51124414190        597006.76686621283     
   5.6000002659857273E-002   398004.51223593944        597006.76835390914     
   5.8000002754852176E-002   398006.73692095990        597010.10538143991     
   6.0000002849847078E-002   398008.96076818340        597013.44115227507     
   6.2000002944841981E-002   398008.96080126899        597013.44120190351     
   6.4000003039836884E-002   398008.96094413102        597013.44141619653     
   6.6000003134831786E-002   398008.96109120164        597013.44163680240     
   6.8000003229826689E-002   398008.96028178919        597013.44042268372     
   7.0000003324821591E-002   398008.95940927300        597013.43911390950     
   7.2000003419816494E-002   398008.95919912937        597013.43879869406     
   7.4000003514811397E-002   398008.95927535102        597013.43891302659     
   7.6000003609806299E-002   398008.95952687541        597013.43929031305     
   7.8000003704801202E-002   398008.95975178282        597013.43962767418     
   8.0000003799796104E-002   398008.95998369408        597013.43997554109     
   8.2000003894791007E-002   398008.96420611499        597013.44630917255     
   8.4000003989785910E-002   398008.96847007290        597013.45270510938     
   8.6000004084780812E-002   398008.96816200309        597013.45224300469     
   8.8000004179775715E-002   398008.96777298534        597013.45165947801     
   9.0000004274770617E-002   398008.96769081749        597013.45153622620     
   9.2000004369765520E-002   398008.96764267609        597013.45146401413     
   9.4000004464760423E-002   398008.96763759753        597013.45145639626     
   9.6000004559755325E-002   398008.96897740162        597013.45346610248     
   9.8000004654750228E-002   398008.97002092324        597013.45503138483     
  0.10000000474974513        398008.96972387779        597013.45458581671     
  0.10200000484474003        398008.96943983994        597013.45415975992     
  0.10400000493973494        398008.96996419423        597013.45494629140     
  0.10600000503472984        398008.97086726723        597013.45630090078     
  0.10800000512972474        398008.97095766116        597013.45643649180     
  0.11000000522471964        398008.97082972102        597013.45624458150     
